(0.24225-0.40321j)
(1.0137-1.5527j)
(1.1783-1.6073j)
(1.3435-1.3901j)
(1.3976-1.1875j)
(1.3017-0.90454j)
(1.1087-0.96709j)
(1.267-0.88128j)
(1.0031-0.75398j)
(1.1002-0.97477j)
(1.1659-0.79828j)
(1.2354-0.80378j)
(1.1538-0.51047j)
(0.9967-0.68749j)
(1.0865-0.56841j)
(0.93983-0.69184j)
(1.1575-0.69186j)
(1.1679-0.56575j)
(1.1272-0.40481j)
(0.96183-0.46835j)
(1.0033-0.47523j)
(0.93564-0.59249j)
(1.1641-0.61361j)
(1.2158-0.48105j)
(1.2365-0.31567j)
(1.0997-0.28797j)
(1.1179-0.22176j)
(0.93667-0.31567j)
(1.2334-0.36316j)
(1.0476-0.04425j)
(0.94158-0.35266j)
(1.21-0.26015j)
(1.1439-0.1421j)
(1.1815-0.022353j)
(0.9314+0.019425j)
(1.077-0.17122j)
(1.0642+0.13628j)
(0.84141-0.033152j)
(0.9515-0.039433j)
(0.90038-0.1385j)
(1.0826-0.059909j)
(0.92087-0.065708j)
(1.1833-0.15939j)
(1.1781+0.14376j)
(1.0309+0.090556j)
(1.1043+0.040363j)
(1.2142+0.074838j)
(1.2992+0.23433j)
(1.2318+0.36756j)
(1.2326+0.43471j)
(1.1335+0.53922j)
(1.1806+0.48126j)
(1.2453+0.69205j)
(1.2511+0.82013j)
(1.0958+1.2275j)
(0.69938+1.1024j)
(0.81902+1.1521j)
(0.55968+1.3214j)
(0.37363+1.3834j)
(0.047475+1.2643j)
(0.12203+1.2349j)
(-0.27874+1.386j)
(-0.50428+1.081j)
(-0.64332+0.9803j)
(-0.78099+0.73299j)
(-0.8323+0.56579j)
(-0.90613+0.39159j)
(-1.0105+0.17393j)
(-1.0008-0.14125j)
(-0.89998-0.39173j)
(-0.74365-0.62668j)
(-0.48744-0.75016j)
(-0.40323-0.71491j)
(-0.32885-0.98857j)
(0.069109-0.96744j)
(0.025275-0.89368j)
(0.23261-1.0921j)
(0.47242-1.0523j)
(0.71579-1.034j)
(0.96668-0.88554j)
(1.1099-0.63132j)
(1.1083-0.54289j)
(1.3893-0.34579j)
(1.2243+0.027927j)
(1.2212-0.046095j)
(1.3471+0.22994j)
(1.3268+0.43775j)
(1.2244+0.83777j)
(0.88077+0.92036j)
(0.8442+1.0665j)
(0.44066+1.2738j)
(0.19166+1.174j)
(-0.11571+1.1998j)
(-0.30122+0.9534j)
(-0.48159+1.024j)
(-0.82908+0.6276j)
(-0.64621+0.51645j)
(-1.0808+0.42893j)
(-0.99235-0.14851j)
(-0.85061-0.14017j)
(-0.99005-0.40442j)
(-0.82509-0.72625j)
(-0.62357-0.8733j)
(-0.44318-0.99797j)
(-0.24245-0.97703j)
(-0.33701-1.04j)
(-0.095867-1.4361j)
(0.37433-1.3476j)
(0.46004-1.199j)
(0.61822-1.2234j)
(0.83223-1.1561j)
(1.0597-0.99164j)
(1.0582-0.71116j)
(1.0097-0.73996j)
(1.1625-0.63161j)
(1.1656-0.58j)
(1.3815-0.4102j)
(1.2271-0.14946j)
(1.2287-0.17741j)
(1.2061+0.046315j)
(1.0236+0.04237j)
(1.0641-0.0058602j)
(1.062+0.12313j)
(0.89542+0.071136j)
(1.0641-0.062445j)
(1.1352+0.14295j)
(1.0555+0.10254j)
(1.2526+0.13811j)
(1.2431+0.39442j)
(1.1231+0.41625j)
(1.1767+0.46199j)
(1.1546+0.52705j)
(1.2858+0.62705j)
(1.2181+0.9399j)
(1.0145+1.0075j)
(1.0083+1.0472j)
(0.9663+1.2801j)
(0.73374+1.4549j)
(0.51034+1.6043j)
(0.065884+1.5956j)
(-0.035498+1.3523j)
(-0.16913+1.4434j)
(-0.42421+1.3594j)
(-0.77237+1.2595j)
(-0.85687+0.74685j)
(-0.73708+0.84634j)
(-1.145+0.51112j)
(-0.84755+0.25606j)
(-1.1494+0.16105j)
(-0.85336-0.35165j)
(-0.81416-0.20957j)
(-0.78004-0.68535j)
(-0.45462-0.67799j)
(-0.42329-0.91841j)
(0.028166-1.0227j)
(0.23954-0.84891j)
(0.26156-0.81495j)
(0.49203-0.95284j)
(0.73936-0.77993j)
(0.86776-0.78899j)
(1.1788-0.65044j)
(1.443-0.38904j)
(1.4168+0.073977j)
(1.3973+0.082383j)
(1.501+0.61077j)
(1.1167+0.64158j)
(1.3208+0.90449j)
(0.84675+1.1507j)
(0.82637+1.152j)
(0.47313+1.2924j)
(0.42205+1.2729j)
(-0.019698+1.3159j)
(0.070193+1.0139j)
(-0.10047+1.2751j)
(-0.25501+1.0519j)
(-0.38396+1.2166j)
(-0.70193+1.0192j)
(-0.88863+0.88219j)
(-1.0142+0.46672j)
(-0.88026+0.2983j)
(-0.83809+0.091223j)
(-0.72617+0.12191j)
(-0.92949-0.10173j)
(-0.60942-0.38645j)
(-0.56164-0.23906j)
(-0.58511-0.55854j)
(-0.15854-0.59219j)
(-0.18022-0.39419j)
(-0.12909-0.59422j)
(0.17298-0.5121j)
(0.14591-0.31426j)
(0.13677-0.40954j)
(0.34798-0.31951j)
(0.26529-0.15722j)
(0.29882-0.21367j)
(0.35543-0.057443j)
(0.23121+0.0052847j)
(0.17304-0.07244j)
(0.29625-0.13583j)
(0.39581+0.058105j)
(0.19514+0.20035j)
(0.061576+0.039861j)
(0.1805-0.0091859j)
(0.11248+0.052846j)
(0.14589-0.099393j)
(0.31514+0.033911j)
(0.14291+0.14692j)
(0.13988+0.032333j)
(0.1323+0.12213j)
(0.049562+0.028501j)
(0.10318+0.035323j)
(0.044726-0.037809j)
(0.18573-0.046484j)
(0.11899+0.036195j)
(0.13534-0.046426j)
(0.18478+0.029733j)
(0.059753+0.012583j)
(0.2064-0.14897j)
(0.28683+0.11891j)
(0.097719+0.00072646j)
(0.31089+0.10188j)
(0.023946+0.16466j)
(0.15039+0.040359j)
(-0.0061524+0.1256j)
(0.081451-0.030899j)
(-0.0047398+0.057716j)
(0.072552-0.11061j)
(0.050764+0.0010447j)
(0.10386-0.13772j)
(0.06968-0.0010743j)
(0.05814-0.24004j)
(0.24471-0.18012j)
(0.36735-0.17268j)
(0.38358+0.16448j)
(0.096304+0.074947j)
(0.20004+0.014187j)
(0.15581+0.018613j)
(0.21288+0.047502j)
(0.10705+0.1051j)
(0.026223-0.014385j)
(0.17147-0.083604j)
(0.065021+0.079118j)
(0.0050828-0.2691j)
(0.38187-0.14196j)
(0.17224-0.029946j)
(0.38462-0.13421j)
(0.30497+0.22136j)
(0.0029395+0.0036823j)
(0.27202-0.15402j)
(0.28238+0.051469j)
(0.25805+0.00010627j)
(0.22092+0.14683j)
(0.087243-0.044027j)
(0.30895+0.008819j)
(0.091211+0.093173j)
(0.14835-0.1511j)
(0.35637-0.081075j)
(0.34255+0.11633j)
(0.15543+0.1298j)
(0.12185-0.017702j)
(0.23893-0.10514j)
(0.36102-0.013975j)
(0.36252+0.092204j)
(0.23774+0.2148j)
(0.1364+0.0043463j)
(0.34664+0.085708j)
(0.18393+0.099901j)
(0.36957+0.15221j)
(0.021102+0.25764j)
(0.2199-0.0975j)
(0.29176+0.26694j)
(0.074401+0.13259j)
(0.13434+0.14521j)
(0.071715+0.058708j)
(0.12808+0.062198j)
(0.15842-0.0066741j)
(0.21417+0.15787j)
(0.012675+0.055017j)
(0.21358-0.0059123j)
(0.10276+0.12902j)
(0.090911-0.011445j)
(0.094118+0.032444j)
(0.061954-0.16646j)
(0.38684-0.17481j)
(0.38263+0.092461j)
(0.33956+0.094067j)
(0.30614+0.27182j)
(0.086645+0.20248j)
(0.16023+0.11746j)
(0.089486+0.17591j)
(0.016019+0.041627j)
(0.13642-0.080184j)
(0.28235+0.0026237j)
(0.24434+0.11223j)
(0.20327+0.12221j)
(0.15487+0.14163j)
(0.090021+0.066585j)
(0.17518-0.031478j)
(0.28309+0.021909j)
(0.29226+0.11222j)
(0.23129+0.12813j)
(0.31764+0.099417j)
(0.29695+0.301j)
(0.10861+0.20396j)
(0.27964+0.1463j)
(0.22997+0.32862j)
(0.12718+0.26764j)
(0.14265+0.26644j)
(0.14203+0.20607j)
(0.29465+0.31331j)
(0.14361+0.46661j)
(0.17562+0.48392j)
(-0.089696+0.73128j)
(-0.29516+0.42668j)
(-0.20408+0.50322j)
(-0.43074+0.39279j)
(-0.29178+0.33882j)
(-0.42999+0.50062j)
(-0.74667+0.48214j)
(-0.98538+0.085026j)
(-0.7949-0.15379j)
(-0.7654-0.23424j)
(-0.72034-0.20019j)
(-1.0515-0.40373j)
(-0.82207-0.87207j)
(-0.65948-0.90811j)
(-0.47619-1.126j)
(-0.29249-1.115j)
(-0.13003-1.2594j)
(0.10525-1.1867j)
(0.17107-1.2363j)
(0.45633-1.2188j)
(0.46058-1.0701j)
(0.60549-1.323j)
(1.118-1.0808j)
(0.95284-0.76133j)
(1.1598-0.91137j)
(1.3582-0.4276j)
(1.0663-0.29453j)
(1.0693-0.31802j)
(1.1123-0.34243j)
(1.3203-0.12162j)
(1.0719+0.13501j)
(0.99413+0.046699j)
(0.92183+0.088715j)
(1.007-0.00971j)
(0.99752+0.20632j)
(0.91281+0.058826j)
(1.058+0.19227j)
(0.95234+0.1325j)
(1.1964+0.2467j)
(0.98615+0.36087j)
(1.2347+0.22699j)
(1.329+0.64993j)
(1.101+0.74858j)
(1.1488+0.7699j)
(1.1328+1.0535j)
(0.83527+1.1332j)
(0.88821+1.0704j)
(0.79957+1.3888j)
(0.46522+1.348j)
(0.52975+1.2959j)
(0.39598+1.5382j)
(0.15912+1.5752j)
(-0.15775+1.6516j)
(-0.41324+1.3324j)
(-0.37234+1.3466j)
(-0.69731+1.1539j)
(-0.50526+0.98352j)
(-0.70852+1.0683j)
(-0.75436+0.88064j)
(-0.94498+0.83329j)
(-0.97914+0.49214j)
(-0.89875+0.30648j)
(-0.63446+0.16114j)
(-0.58388+0.35791j)
(-0.63737+0.25789j)
(-0.59791+0.33486j)
(-0.77057+0.22975j)
(-0.61234+0.023982j)
(-0.50429+0.19585j)
(-0.65803+0.095409j)
(-0.41987+0.14145j)
(-0.77693+0.28742j)
(-0.68499-0.12107j)
(-0.60886+0.11188j)
(-0.7785-0.14945j)
(-0.51242-0.17072j)
(-0.5817-0.082406j)
(-0.59507-0.17976j)
(-0.48102-0.20246j)
(-0.47827-0.097597j)
(-0.51967-0.051644j)
(-0.72645-0.035513j)
(-0.69558-0.30243j)
(-0.60275-0.12569j)
(-0.88894-0.1883j)
(-0.91827-0.42042j)
(-0.88026-0.58282j)
(-0.79636-0.72009j)
(-0.62566-0.74243j)
(-0.72312-0.62462j)
(-0.85726-0.84867j)
(-0.81772-1.095j)
(-0.52398-1.3134j)
(-0.40461-1.1484j)
(-0.3969-1.2827j)
(-0.41162-1.2611j)
(-0.32341-1.7134j)
(0.14592-1.6188j)
(0.21995-1.6606j)
(0.54214-1.4391j)
(0.36089-1.4649j)
(0.73157-1.5174j)
(0.75857-1.4107j)
(1.1011-1.3018j)
(0.95011-1.0439j)
(1.1288-1.1378j)
(1.1518-0.91469j)
(1.3549-0.89878j)
(1.305-0.45326j)
(1.109-0.51663j)
(1.1327-0.39928j)
(1.0278-0.46836j)
(1.2061-0.40934j)
(1.1275-0.1756j)
(0.92985-0.17043j)
(0.88844-0.29553j)
(0.99331-0.36454j)
(1.147-0.22267j)
(0.99388-0.0070945j)
(0.78199-0.096502j)
(0.79427-0.33743j)
(1.1035-0.31553j)
(0.97575-0.068028j)
(0.96374-0.28744j)
(1.1438-0.11203j)
(0.98993-0.083965j)
(1.0733-0.14583j)
(1.1578-0.10467j)
(1.2317+0.072598j)
(1.0207+0.13868j)
(1.1511-0.046662j)
(1.2791+0.30177j)
(0.91347+0.28955j)
(1.108+0.13464j)
(1.026+0.35751j)
(0.96787+0.23279j)
(0.93346+0.25481j)
(1.1142+0.080061j)
(1.2044+0.5021j)
(0.86685+0.35676j)
(1.0942+0.37181j)
(0.85325+0.36873j)
(1.1722+0.21765j)
(1.1025+0.58892j)
(0.96583+0.40189j)
(1.1101+0.47948j)
(1.0473+0.47382j)
(1.207+0.54297j)
(1.0645+0.72656j)
(0.98973+0.5533j)
(1.2315+0.52063j)
(1.3847+0.82157j)
(1.1123+1.0086j)
(1.2039+0.81616j)
(1.3066+1.23j)
(0.97367+1.1699j)
(1.2628+1.2195j)
(1.0891+1.5996j)
(0.88308+1.7085j)
(0.58557+1.731j)
(0.54704+1.6559j)
(0.37632+1.7158j)
(0.38318+1.6927j)
(0.14402+1.8743j)
(0.0093416+1.7633j)
(-0.26633+1.9084j)
(-0.52089+1.5435j)
(-0.42791+1.5422j)
(-0.70448+1.5005j)
(-0.86952+1.2665j)
(-0.85456+0.95376j)
(-0.74495+0.90444j)
(-0.7963+0.75725j)
(-0.69204+0.63889j)
(-0.56212+0.56837j)
(-0.53572+0.73552j)
(-0.66895+0.56533j)
(-0.46713+0.65401j)
(-0.78715+0.71765j)
(-0.8076+0.42351j)
(-0.71528+0.31944j)
(-0.62683+0.32765j)
(-0.6781+0.27052j)
(-0.56497+0.28536j)
(-0.74386+0.33025j)
(-0.81205+0.15141j)
(-0.78847-0.030535j)
(-0.70619+0.002779j)
(-0.94125-0.25767j)
(-0.55018-0.47743j)
(-0.70251-0.4166j)
(-0.4217-0.80454j)
(-0.33425-0.67051j)
(-0.086183-1.0349j)
(0.25011-0.76583j)
(0.28052-0.85533j)
(0.55049-0.77071j)
(0.72998-0.7609j)
(0.91794-0.56232j)
(1.1259-0.59471j)
(1.4633-0.15664j)
(1.3682+0.12526j)
(1.3559+0.4228j)
(1.2359+0.43226j)
(1.4752+0.76499j)
(1.1299+1.0726j)
(1.149+1.1434j)
(0.87194+1.5103j)
(0.57269+1.4204j)
(0.55784+1.488j)
(0.30689+1.6835j)
(-0.026628+1.5892j)
(-0.077899+1.4698j)
(-0.21098+1.5696j)
(-0.54041+1.5011j)
(-0.69001+1.2231j)
(-0.6689+1.0393j)
(-0.60181+0.97969j)
(-0.71786+1.0261j)
(-0.85568+0.78681j)
(-0.70399+0.61457j)
(-0.59415+0.68421j)
(-0.73051+0.71862j)
(-0.69923+0.57546j)
(-0.75933+0.66232j)
(-0.82761+0.44389j)
(-0.76098+0.46055j)
(-0.78109+0.27172j)
(-0.62375+0.37864j)
(-0.80203+0.23527j)
(-0.44134+0.18023j)
(-0.55392+0.52984j)
(-0.81683+0.41078j)
(-0.811+0.22524j)
(-0.73981+0.15506j)
(-0.64528+0.16003j)
(-0.78007+0.2694j)
(-0.82963-0.060112j)
(-0.54531+0.03876j)
(-0.69692+0.045894j)
(-0.53029+0.047382j)
(-0.67338+0.14588j)
(-0.68097+0.10863j)
(-0.84597+0.083892j)
(-0.85736-0.076867j)
(-0.8531-0.2394j)
(-0.66378-0.24175j)
(-0.81322-0.2746j)
(-0.57829-0.44329j)
(-0.56958-0.28771j)
(-0.51116-0.31421j)
(-0.68017-0.18624j)
(-0.7564-0.45511j)
(-0.7102-0.55151j)
(-0.53154-0.76862j)
(-0.37459-0.59669j)
(-0.4647-0.69284j)
(-0.33501-0.77243j)
(-0.17528-0.87043j)
(0.025994-0.64936j)
(-0.18696-0.67791j)
(0.11839-0.82852j)
(0.13969-0.55714j)
(0.14803-0.70645j)
(0.38234-0.51623j)
(0.22651-0.34843j)
(0.16253-0.46019j)
(0.35886-0.49097j)
(0.35852-0.2383j)
(0.23386-0.34171j)
(0.41025-0.31525j)
(0.47022-0.19732j)
(0.44132+0.10948j)
(0.077975+0.081325j)
(0.099826-0.042021j)
(-0.00066701-0.14858j)
(0.22012-0.17642j)
(0.013664-0.058392j)
(0.12953-0.35379j)
(0.32199-0.13762j)
(0.19315-0.053729j)
(0.12977-0.072118j)
(0.080878-0.14581j)
(0.18361-0.28753j)
(0.398-0.084075j)
(0.07129+0.029252j)
(0.21347-0.29735j)
(0.36869+0.034681j)
(0.041386-0.045459j)
(0.29658-0.25851j)
(0.40582+0.061456j)
(0.12099+0.11714j)
(0.054562-0.10279j)
(0.26915-0.21619j)
(0.35403+0.019241j)
(0.23141-0.032821j)
(0.34569+0.10601j)
(0.063534+0.061481j)
(0.29554-0.045401j)
(0.13513+0.12221j)
(0.16717-0.023077j)
(0.064968-0.027175j)
(0.33276-0.19394j)
(0.2569+0.11841j)
(0.30325-0.12278j)
(0.32987+0.26583j)
(0.033859-0.049192j)
(0.38573-0.0016409j)
(0.2024+0.087885j)
(0.30316+0.032012j)
(0.29584+0.082619j)
(0.32939+0.21912j)
(0.058081+0.1886j)
(0.17756-0.025023j)
(0.24724+0.018098j)
(0.37287+0.034907j)
(0.33404+0.18103j)
(0.35817+0.18094j)
(0.23301+0.3212j)
(0.2331+0.11621j)
(0.34197+0.37785j)
(0.013946+0.24415j)
(0.35417+0.14113j)
(0.16309+0.48433j)
(0.014553+0.16319j)
(0.29846+0.25359j)
(0.061932+0.42935j)
(0.057563+0.1709j)
(0.24238+0.38957j)
(-0.098208+0.45313j)
(-0.070338+0.21832j)
(-0.039284+0.25059j)
(-0.037451+0.21033j)
(-0.045524+0.1879j)
(0.043921+0.21974j)
(-0.13324+0.30254j)
(-0.12476+0.11495j)
(-0.16215+0.1488j)
(-0.070725-0.097827j)
(0.10784+0.13336j)
(-0.10635+0.062756j)
(0.096146-0.012699j)
(0.077127+0.10072j)
(0.12963+0.084104j)
(0.13119+0.24758j)
(-0.082653+0.26022j)
(-0.076252+0.058365j)
(0.0092119+0.12331j)
(-0.06988+0.026954j)
(0.13274+0.0065181j)
(0.12412+0.17414j)
(0.022799+0.23554j)
(-0.094814+0.11273j)
(0.072226+0.10113j)
(-0.10654+0.1856j)
(-0.01743-0.012341j)
(-0.046173+0.11321j)
(0.015441-0.12816j)
(0.19668+0.09724j)
(0.10209+0.060547j)
(0.19218+0.2705j)
(-0.10609+0.20855j)
(0.011424+0.15315j)
(-0.17943+0.069466j)
(0.10275-0.074736j)
(0.040792+0.10569j)
(0.14287-0.02272j)
(0.19531+0.17867j)
(0.17179+0.24169j)
(-0.036194+0.41375j)
(-0.19986+0.11925j)
(0.016351+0.11408j)
(-0.11691+0.19549j)
(-0.11229+0.040486j)
(-0.069677+0.099969j)
(-0.16162-0.046208j)
(0.099013-0.10521j)
(0.099404+0.09423j)
(0.01732+0.11381j)
(-0.064747+0.013241j)
(0.13293-0.021528j)
(0.021029+0.098449j)
(0.18302-0.042956j)
(0.15713+0.29964j)
(-0.057399+0.1352j)
(0.018561+0.1579j)
(-0.061327+0.058822j)
(0.049121+0.04798j)
(0.11865+0.048044j)
(0.09835+0.29396j)
(-0.14979+0.091038j)
(0.12896+0.12478j)
(-0.18994+0.21242j)
(-0.034228-0.10485j)
(0.092563+0.054458j)
(0.11255+0.11202j)
(-0.053086+0.17102j)
(0.097947-0.035001j)
(0.15691+0.30351j)
(-0.10296+0.24493j)
(-0.14816+0.18047j)
(-0.10997+0.00039266j)
(-0.059994+0.12578j)
(-0.085166-0.10573j)
(0.171+0.15451j)
(-0.17947+0.11785j)
(0.037067+0.034242j)
(-0.13484+0.043709j)
(0.13536-0.0057997j)
(-0.13298+0.1935j)
(0.00088025-0.1673j)
(0.19973+0.15808j)
(-0.057837+0.24422j)
(-0.18117+0.10995j)
(-0.11454-0.028318j)
(-0.040864-0.016347j)
(-0.066533+0.028502j)
(-0.10816-0.14902j)
(0.17445-0.10744j)
(0.073276+0.015503j)
(0.18485+0.057057j)
(-0.024811+0.10845j)
(0.17613+0.0707j)
(-0.19767+0.22939j)
(0.044123-0.24363j)
(0.12043+0.22686j)
(-0.10681-0.092274j)
(0.17299+0.0028809j)
(0.10531+0.030748j)
(0.13058+0.16007j)
(0.029385+0.076759j)
(0.11703+0.18388j)
(-0.068384+0.19577j)
(-0.11062+0.094942j)
(-0.075045-0.030512j)
(0.033809-0.033393j)
(0.13197+0.054476j)
(-0.083815+0.18223j)
(-0.038978-0.14943j)
(0.14482+0.069385j)
(0.045896-0.027793j)
(0.19648+0.17844j)
(-0.11852+0.11406j)
(0.13088-0.023186j)
(0.070345+0.22324j)
(-0.10042+0.11393j)
(-0.0096857+0.018036j)
(-0.04037+0.069019j)
(0.039775-0.076488j)
(0.12021+0.17372j)
(-0.15797+0.035212j)
(0.12858-0.1054j)
(0.13643+0.16234j)
(-0.058198+0.13316j)
(-0.027972-0.0044682j)
(0.028896+0.0094059j)
(0.08033-0.0095847j)
(0.096988+0.075561j)
(0.10315+0.09218j)
(-0.044348+0.18524j)
(-0.028279-0.10687j)
(0.18254+0.09377j)
(0.029189+0.061349j)
(0.13989+0.16972j)
(-0.089462+0.12238j)
(0.048929+0.036107j)
(0.035345+0.028971j)
(0.18539+0.17914j)
(-0.16564+0.22836j)
(0.00019956-0.056648j)
(0.0086359+0.18621j)
(-0.16393-0.039356j)
(0.16187-0.12354j)
(0.15376+0.19832j)
(-0.024404+0.078061j)
(0.11269+0.16535j)
(-0.14061+0.14492j)
(0.047926+0.014645j)
(-0.095751+0.16067j)
(-0.021738-0.10466j)
(0.1376+0.14213j)
(-0.12152+0.1521j)
(-0.078459-0.025055j)
(-0.0066822+0.016523j)
(-0.064875-0.036767j)
(0.11939-0.11852j)
(0.195+0.1637j)
(-0.13638+0.19873j)
(-0.10525-0.11597j)
(0.080895-0.013932j)
(-0.049811-0.056759j)
(0.18948-0.14308j)
(0.18892+0.12333j)
(0.057479+0.052425j)
(0.14404+0.10243j)
(-0.039247+0.13104j)
(0.052772-0.091165j)
(0.19409+0.10229j)
(0.023791+0.079844j)
(0.17344+0.048644j)
(0.088137+0.20363j)
(-0.0063846+0.11446j)
(0.055612+0.037509j)
(0.15505+0.16839j)
(-0.12051+0.22793j)
(-0.041853-0.11554j)
(0.19687+0.099336j)
(-0.039059+0.13463j)
(0.063543-0.022833j)
(0.16054+0.061017j)
(0.19815+0.17612j)
(0.061265+0.32717j)
(-0.15663+0.2547j)
(-0.18555-0.003608j)
(0.047236-0.046666j)
(0.026858+0.021222j)
(0.18479+0.0056627j)
(0.098442+0.22163j)
(0.065006+0.11287j)
(0.0093253+0.26456j)
(-0.096042+0.016874j)
(0.1848+0.094159j)
(0.016082+0.31352j)
(-0.18789+0.1312j)
(0.078526-0.023079j)
(0.0078865+0.31576j)
(-0.17639-0.009723j)
(0.15601+0.10517j)
(-0.067919+0.24026j)
(-0.10812+0.16735j)
(-0.15442+0.061299j)
(-0.075631+0.073965j)
(-0.10863-0.030466j)
(0.060799+0.091847j)
(-0.17354+0.10047j)
(-0.089827-0.027534j)
(-0.087272-0.11158j)
(0.15203-0.039654j)
(-0.022268+0.06181j)
(0.10237-0.017721j)
(0.041319+0.078017j)
(0.11331+0.11645j)
(-0.15443+0.10603j)
(0.19143-0.1453j)
(0.13944+0.37352j)
(-0.17974+0.10332j)
(-0.013519+0.084757j)
(-0.069739+0.021302j)
(0.052082+0.09095j)
(-0.10788+0.080492j)
(0.031954-0.028719j)
(0.041263+0.10089j)
(0.039952+0.085587j)
(-0.020629+0.21779j)
(-0.18583+0.058763j)
(0.0055259-0.02218j)
(-0.036908+0.13517j)
(-0.15678+0.011026j)
(-0.01605-0.072539j)
(-0.019647+0.011337j)
(0.020456-0.094822j)
(0.12216+0.034405j)
(0.08034+0.022598j)
(0.14889+0.2099j)
(-0.17912+0.20129j)
(-0.11213-0.049298j)
(-0.016143-0.084398j)
(0.18341-0.040501j)
(0.11602+0.20068j)
(-0.01925+0.15706j)
(-0.066629+0.17029j)
(-0.17636+0.0079476j)
(0.096362-0.070424j)
(0.0027178+0.22125j)
(-0.12003-0.0046136j)
(-0.029123+0.099598j)
(-0.13252-0.096556j)
(0.10068+0.014558j)
(-0.05266-0.042678j)
(0.17673+0.092669j)
(-0.19313+0.080257j)
(0.13162-0.1329j)
(0.050636+0.14642j)
(0.015499+0.021153j)
(0.060203+0.041491j)
(0.090652+0.18738j)
(-0.1622+0.068605j)
(0.15103+0.055053j)
(-0.19426+0.23277j)
(-0.082279-0.064098j)
(-0.12803-0.022841j)
(0.17052-0.072233j)
(-0.17273+0.19772j)
(0.032437-0.25878j)
(0.05486+0.15455j)
(0.060508-0.17238j)
(0.14585+0.27818j)
(-0.17762-0.049198j)
(0.12674+0.018502j)
(0.011569+0.017679j)
(0.07774+0.14193j)
(-0.11504+0.035088j)
(0.017312-0.028871j)
(0.081008-0.058174j)
(0.18257+0.14546j)
(-0.022183+0.21343j)
(-0.16584+0.16008j)
(-0.17706-0.11993j)
