0.3203125,0
0.35546875,0
0.04296875,0
0.359375,0.00390625
0.25,0.00390625
0.0390625,0
0.11328125,0
0.22265625,0
0.38671875,-0.00390625
0.390625,-0.00390625
0.0703125,-0.00390625
0.39453125,-0.0078125
0.38671875,-0.0078125
0.1953125,-0.0078125
0.31640625,-0.0078125
0.05078125,-0.0078125
0.15625,-0.0078125
0.3515625,-0.00390625
0.30078125,-0.00390625
0.3671875,0
0.25,0
0.0078125,0
0.33984375,0
0.37890625,0
0.28515625,0
0.3203125,-0.00390625
0.3203125,-0.00390625
0.1796875,-0.0078125
0.28515625,-0.01171875
0.08984375,-0.01953125
0.296875,-0.01953125
0.01953125,-0.0234375
0.1015625,-0.02734375
0,-0.02734375
0.01171875,-0.0234375
0.296875,-0.01953125
0.2421875,-0.01171875
0.09375,-0.0078125
0.35546875,0
0,0
0.1796875,0.00390625
0.1796875,0
0.3515625,-0.00390625
0.38671875,-0.01171875
0.16015625,-0.02734375
0.296875,-0.046875
0.28515625,-0.0703125
0.36328125,-0.09375
0.3671875,-0.11328125
0.359375,-0.12890625
0.12890625,-0.140625
0.23828125,-0.13671875
0.16796875,-0.12109375
-0.1015625,-0.08984375
-0.19921875,-0.03515625
-0.1328125,0.04296875
-0.03515625,0.14453125
-0.37109375,0.2734375
-0.35546875,0.42578125
-0.578125,0.6015625
-0.4375,0.796875
-0.6953125,1.01171875
-0.64453125,1.23828125
-0.60546875,1.47265625
-0.55078125,1.70703125
-0.53515625,1.9453125
-0.70703125,2.171875
-0.87109375,2.38671875
-0.859375,2.5859375
-0.8046875,2.765625
-0.5546875,2.9296875
-0.7734375,3.07421875
-0.53125,3.19921875
-0.7421875,3.3046875
-0.45703125,3.39453125
-0.67578125,3.46484375
-0.73046875,3.5234375
-0.703125,3.56640625
-0.5546875,3.6015625
-0.61328125,3.625
-0.66015625,3.6328125
-0.47265625,3.6328125
-0.58203125,3.62109375
-0.60546875,3.58984375
-0.46875,3.546875
-0.734375,3.484375
-0.55859375,3.41015625
-0.5703125,3.3125
-0.7265625,3.203125
-0.65625,3.08203125
-0.85546875,2.94921875
-0.859375,2.81640625
-0.66015625,2.6875
-0.546875,2.5703125
-0.46875,2.46875
-0.7734375,2.39453125
-0.57421875,2.34765625
-0.59765625,2.33203125
-0.76953125,2.35546875
-0.6328125,2.41796875
-0.703125,2.51171875
-0.4609375,2.640625
-0.671875,2.7890625
-0.61328125,2.953125
-0.7890625,3.11328125
-0.65625,3.26171875
-0.83203125,3.3828125
-0.71484375,3.4609375
-0.734375,3.48046875
-0.73046875,3.42578125
-0.859375,3.29296875
-0.99609375,3.0703125
-0.90625,2.74609375
-0.578125,2.328125
-0.8046875,1.81640625
-0.43359375,1.2109375
-0.4296875,0.52734375
-0.1015625,-0.2265625
-0.3125,-1.03515625
0,-1.87890625
0.0390625,-2.7421875
0.5546875,-3.60546875
0.34375,-4.453125
0.80859375,-5.265625
0.96875,-6.0234375
1.109375,-6.71484375
0.8984375,-7.3359375
1.09765625,-7.87109375
1.09765625,-8.3203125
1.34375,-8.67578125
1.203125,-8.94140625
1.38671875,-9.125
1.078125,-9.23046875
1.078125,-9.265625
0.9921875,-9.2421875
0.953125,-9.17578125
1.20703125,-9.07421875
1.05859375,-8.94921875
1.01953125,-8.81640625
0.83984375,-8.68359375
1.11328125,-8.55859375
1.015625,-8.453125
0.91015625,-8.37109375
0.984375,-8.31640625
0.96484375,-8.28515625
0.8515625,-8.28515625
0.9296875,-8.3046875
0.8984375,-8.34375
0.93359375,-8.39453125
0.96484375,-8.453125
1.04296875,-8.51171875
0.89453125,-8.5703125
1.234375,-8.6171875
1.25,-8.65234375
1.0625,-8.67578125
1.0546875,-8.6953125
0.984375,-8.703125
1.1953125,-8.7109375
0.97265625,-8.72265625
0.859375,-8.75
1.1171875,-8.79296875
0.953125,-8.859375
0.88671875,-8.95703125
0.94921875,-9.08203125
0.828125,-9.2421875
0.84765625,-9.421875
1.18359375,-9.6171875
1.20703125,-9.8125
1.07421875,-9.99609375
0.8984375,-10.1484375
